event_slug,title,category,tags,end_date,days_to_end,start_date,num_markets,open_markets,volume_24h,volume_total,liquidity,open_interest,competitive,comment_count,sub_market_slugs,condition_ids,description,polymarket_url
bank-of-israel-decision-in-july,Bank of Israel Decision in July?,economy,israel|economy|boi|global-rates|interest-rate,2026-07-06T00:00:00Z,46,2026-03-30T19:54:30.381665Z,3,3,0.00,1199.29,4054.86,562.34,0.998,0,will-the-bank-of-israel-make-no-change-to-the-bank-of-israel-interest-rate-after-the-july-decision|will-the-bank-of-israel-decrease-the-bank-of-israel-interest-rate-after-the-july-decision|will-the-bank-of-israel-increase-the-bank-of-israel-interest-rate-after-the-july-decision,0x17c51c52caf554ca5337fb1391dae64e2b9dda236ff5725e27191faae96e1b83|0xac8094e49053b7b8db7e434a0703db67b12d85e40335950afec12ed995f0fc8b|0x8a62ae76b62a2c1fff66e3e199f5db0acc328e99ad1a608c5621f8ecabf8f265,"This market will resolve according to the change in the Bank of Israel Interest Rate resulting from the Bank of Israel’s July monetary policy decision, relative to the level it was prior to this decision. The resolution source for this market is information released by the Bank of Israel after its J",https://polymarket.com/event/bank-of-israel-decision-in-july
bank-of-canada-decision-in-july,Bank of Canada Decision in July?,economy,economy|global-rates|canada,2026-07-15T00:00:00Z,55,2026-04-30T00:08:10.245585Z,5,5,231.28,4000.23,13400.63,1256.80,0.941,0,will-the-bank-of-canada-increase-the-target-for-the-overnight-rate-by-50-bps-at-the-july-interest-rate-announcement|will-the-bank-of-canada-make-no-change-to-the-target-for-the-overnight-rate-at-the-july-interest-rate-announcement|will-the-bank-of-canada-decrease-the-target-for-the-overnight-rate-by-50-bps-at-the-july-interest-rate-announcement|will-the-bank-of-canada-increase-the-target-for-the-overnight-rate-by-25-bps-at-the-july-interest-rate-announcement|will-the-bank-of-canada-decrease-the-target-for-the-overnight-rate-by-25-bps-at-the-july-interest-rate-announcement,0x0910b7112f384c6be32ebccfc2f7c0f0e3e19f2e9787166d141349837d324eda|0x5a5a8ad60367ff6fc38c350b08891b7e34b338c8b821b8698ac0ccf630afe953|0x86bb19db99eb1e89a50e07f2948f98ac082b0f3e052ed9439c788e36a663bf45|0xc28c158775ac425760f36198547687328be7b6ccf943d63212e2a0a56b8de4b5|0x2f5978811f72eed22b49802880801f20e8216e2b5aeac38fa61ba2ca880a21d8,"This market will resolve according to the change in basis points in the target for the overnight rate resulting from the July 2026 interest rate announcement of the Bank of Canada, relative to the level it was prior to this announcement. The resolution source will be official information from the Ba",https://polymarket.com/event/bank-of-canada-decision-in-july
bank-of-korea-decision-in-july,Bank of Korea decision in July?,economy,south-korea|global-rates|economy|bok|world,2026-07-16T00:00:00Z,56,2026-04-13T22:27:34.41033Z,3,3,1225.34,14764.39,5383.44,2311.28,0.998,0,will-the-bank-of-korea-decrease-the-base-rate-after-the-july-meeting|will-the-bank-of-korea-increase-the-base-rate-after-the-july-meeting|will-the-bank-of-korea-make-no-change-to-the-base-rate-after-the-july-meeting,0x95cfdb3ffb01b029a7f2b766c2ebf0ba677fc8a75f65300643c68516041724d5|0x4961d77539d2ae985a957254aa479a1cf95394be11d03b4a39be8278695f6e5a|0x532bc7c57ab441649590c6d3477c7ec1cf145914d5aebc5f0580c6d2a81e0526,"This market will resolve according to the change in the base rate resulting from the Bank of Korea’s July monetary policy meeting, relative to the level it was prior to this meeting. The resolution source for this market is information released by the Bank of Korea after its July 16, 2026 policy-set",https://polymarket.com/event/bank-of-korea-decision-in-july
china-gdp-growth-yy-in-q2-2026,China GDP growth (Y/Y) in Q2 2026?,economy,macro-indicators|china|economy|gdp|rewards-20-4-5-50,2026-07-16T00:00:00Z,56,2026-04-20T21:37:38.344232Z,9,9,1580.40,27180.83,27666.68,4402.36,0.999,0,will-china-gdp-growth-in-q2-2026-be-between-4pt0-and-4pt3|will-china-gdp-growth-in-q2-2026-be-between-4pt6-and-4pt9|will-china-gdp-growth-in-q2-2026-be-between-5pt2-and-5pt5|will-china-gdp-growth-in-q2-2026-be-between-5pt8-and-6pt1|will-china-gdp-growth-in-q2-2026-be-less-than-4pt0|will-china-gdp-growth-in-q2-2026-be-between-4pt3-and-4pt6|will-china-gdp-growth-in-q2-2026-be-between-4pt9-and-5pt2|will-china-gdp-growth-in-q2-2026-be-between-5pt5-and-5pt8|will-china-gdp-growth-in-q2-2026-be-at-least-6pt1,0xb141cf8b87ac142530d387f9099289e2ce8bbbfbbd5a80971758e5e601f1b2ae|0x800be7611c7efcdf5827c049e0baac8b6047b506af412e283dbac9ce7e202560|0x339ef2e6999b5fb8d818bc46a33cb05052e232c4f98121b4977a66a5ac4bda52|0xece9ba8a439ff9328741e56f112c78ae433a709a66acbb2580322f0413868cde|0x6887c26b460f1a92154f3a69c728087738a267917f5e6de248d980d13b799665|0x7ccef198fac90ac8a29aed052fc8c5c08b16bff84b3b4ded112248a9d8f885c2|0x4af115cc5eadfbaa831523a17f297842011e6ba4175fc194b6d1e5e862193077|0xfb442d0e8ab3dd32f376bdd0b0fdad1593a8050d00bccc7be0ae6809a7ebc2f1|0xe8f6bff34996217c533756d90902bb2b2a3c01601f63e96c8d3c3015fc80102b,"This market will resolve according to China's Y/Y Growth Rate (%) of Gross Domestic Product (GDP) in the ""Preliminary Accounting Results of GDP"" release for Q2 of 2026, scheduled for July 16, 2026. The GDP release will be made available here: https://www.stats.gov.cn/english/PressRelease/ If the rep",https://polymarket.com/event/china-gdp-growth-yy-in-q2-2026
south-korea-gdp-growth-yoy-in-q2-2026,South Korea GDP growth (YoY) in Q2 2026?,economy,economy|south-korea|gdp,2026-07-23T00:00:00Z,63,2026-04-23T22:37:37.051089Z,8,8,11.79,1972.33,3107.42,608.98,0.922,0,will-south-korea-gdp-growth-in-q2-2026-be-less-than-1pt5|will-south-korea-gdp-growth-in-q2-2026-be-between-2pt5-and-2pt9|will-south-korea-gdp-growth-in-q2-2026-be-between-4pt0-and-4pt4|will-south-korea-gdp-growth-in-q2-2026-be-between-1pt5-and-1pt9|will-south-korea-gdp-growth-in-q2-2026-be-between-2pt0-and-2pt4|will-south-korea-gdp-growth-in-q2-2026-be-between-3pt0-and-3pt4|will-south-korea-gdp-growth-in-q2-2026-be-between-3pt5-and-3pt9|will-south-korea-gdp-growth-in-q2-2026-be-at-least-4pt5,0x93970fd772d2716fc4a0115d5ad0c9479d8cf86fee0625a65d226a89fd79f79e|0x9b1fcab34a900d498a84e7691d8fb1dbb83ba74eb00cc3b27fe669f32ebd6d53|0x9b573e0a302903bb286a1f7868005011b6894f83e6fba4ed6c380c88ec3e03e2|0xa447c8b4931f8736018a9adb0f4ee26d1fcfefa1d442c8eca6c8b15a39c8b78a|0xbb58b9ede928127eed02d2aee3d493bee565565553c2c2124a37cb406e28551f|0xa656297ec6f9a3fca7e5164e0247bace3e641afc415d4a64ffb4f6e11bc72939|0xcc76f09c637c421ac812bfa7df0aa0c83dda264aece5fa90f67e74580a9b6e69|0x788a06fb0e443cecb6e6187336f18203f864a80b87e349b9152c755f945e1ae0,"This market will resolve according to South Korea's real Gross Domestic Product (GDP) growth rate (Year-on-Year, %) in the second quarter of 2026, as reported in the Bank of Korea’s Real Gross Domestic Product (Advance Estimate) release for the second quarter of 2026, scheduled for release on July 2",https://polymarket.com/event/south-korea-gdp-growth-yoy-in-q2-2026
ecb-interest-rates-july-2026,ECB Interest Rates: July 2026,economy,economy|european-central-bank|europe|global-rates,2026-07-23T00:00:00Z,63,2026-04-30T18:32:58.591683Z,5,5,49.34,715.45,14525.78,381.13,0.994,0,will-the-ecb-announce-a-50-bps-decrease-at-the-july-2026-meeting|will-the-ecb-announce-no-change-at-the-july-2026-meeting|will-the-ecb-announce-a-50-bps-increase-at-the-july-2026-meeting|will-the-ecb-announce-a-25-bps-decrease-at-the-july-2026-meeting|will-the-ecb-announce-a-25-bps-increase-at-the-july-2026-meeting,0x60b57453fb6201117b22f9427b403f47ed98e8e0bd69b482ec403f6374c393d2|0x13ca23189a09423b464147d3fa35bc210f6bd589ee115d947676784ec2418e71|0x62fd5556fb8d5ab32c0a97505c96dd7a6bab52924a1bfe21dad687d2540db1df|0xca744588e35b6caa08fa5c010d6cdd1c7c3dbc584fc603740ef9b8f810780660|0x9b319ffe86e0717a1dfdc5019f9f1aeb72bde74e9d75612950c2156ad47b4cde,"This market will resolve according to the change in basis points in the deposit facility rate resulting from the July 2026 meeting of the European Central Bank, relative to the level it was prior to this meeting. The resolution source will be official information from the European Central Bank, incl",https://polymarket.com/event/ecb-interest-rates-july-2026
bank-of-russia-decision-in-july,Bank of Russia decision in July?,economy,interest-rates|russia|economy|global-rates|bor,2026-07-24T00:00:00Z,64,2026-04-24T21:54:19.406304Z,3,3,116.70,947.44,5036.56,513.06,0.958,0,will-the-bank-of-russia-decrease-the-key-rate-after-the-july-meeting|will-the-bank-of-russia-increase-the-key-rate-after-the-july-meeting|will-the-bank-of-russia-make-no-change-to-the-key-rate-after-the-july-meeting,0x7e8794e4ff149da85bbb5e4609d79466fc68d4a84bb54aea2727caa496aa8406|0x8698f69b12ddb5f251251abf7b7973c6578a6d2b69f35bb5c35cbe1a245afe79|0x2d5c8e9a38609661a11de7532c7049cb44a99b347cb1e81a3d7b8b418df386a4,"This market will resolve according to the change in the key rate resulting from the Bank of Russia’s July meeting, relative to the level it was prior to this meeting. The resolution source for this market is information released by the Bank of Russia after its July 24, 2026 meeting as listed on the ",https://polymarket.com/event/bank-of-russia-decision-in-july
fed-decisions-apr-jul,Fed decisions (Apr-Jul),economy,fed|fed-rates|parlays|economic-policy|economy|fomc|jerome-powell,2026-07-29T00:00:00Z,69,2026-03-24T23:49:45.393325Z,9,5,250.00,49335.92,57036.66,1760.14,0.844,0,will-the-fed-cutpausepause-in-the-next-three-decisions-aprjunjul|will-the-fed-cutpausecut-in-the-next-three-decisions-aprjunjul|will-the-fed-cutcutpause-in-the-next-three-decisions-aprjunjul|will-the-fed-cutcutcut-in-the-next-three-decisions-aprjunjul|will-the-fed-pausepausepause-in-the-next-three-decisions-aprjunjul|will-the-fed-pausepausecut-in-the-next-three-decisions-aprjunjul|will-the-fed-pausecutpause-in-the-next-three-decisions-aprjunjul|will-the-fed-pausecutcut-in-the-next-three-decisions-aprjunjul|will-the-fed-decide-differently-in-the-next-three-decisions-aprjunjul,0x61133f1fd3957b316afa2f8c172878fc7933d2c7d62ceda06843162b50bbe134|0x63fa88e1141a284ab4e78b321f0d6a772416e1766ab23c241e0b0809946883bb|0xe1d008c0a97787f6146fd65c368c9a127a94ce6c97f202a9619afa33e8e6e027|0xedfcb448b21d1896bd8eb45aa97b2ed828e61bef831c5926380b5326931b554e|0x647fe897e10ecde7f5bf00b420cd00b76634b7de8830ae683136c9d3102c5532|0xcc4d677ee6e9ccf49ef775ff434ee1e3075a006a81e1d5032f0343964a00bdac|0x67e026765defb5e87a8f4523401bb1aabdcb66dd326ed80c09152776604771aa|0x750e64d6e78ef869d2b410094bfec47969b584e152a6e3b90733039c58b3e6e8|0x7618e80c410d107b9929455007e4ccf649630ac6aec6a76ebcd04ae9946dd514,The FED interest rates are defined in this market by the upper bound of the target federal funds rate. The decisions on the target federal funds rate are made by the Federal Open Market Committee (FOMC) meetings. This market will resolve according to the decisions made by the next three Federal Open,https://polymarket.com/event/fed-decisions-apr-jul
us-gdp-growth-in-q2-2026,US GDP growth in Q2 2026?,economy,economic-policy|gdp|macro-indicators|economy|rewards-20-4-5-50,2026-07-30T00:00:00Z,70,2026-04-30T18:32:59.668891Z,7,7,6.58,3371.49,7317.69,1152.17,0.943,0,will-us-gdp-growth-in-q2-2026-be-between-1pt0-and-1pt5|will-us-gdp-growth-in-q2-2026-be-between-2pt0-and-2pt5|will-us-gdp-growth-in-q2-2026-be-between-3pt0-and-3pt5|will-us-gdp-growth-in-q2-2026-be-less-than-1pt0|will-us-gdp-growth-in-q2-2026-be-between-1pt5-and-2pt0|will-us-gdp-growth-in-q2-2026-be-between-2pt5-and-3pt0|will-us-gdp-growth-in-q2-2026-be-greater-than-3pt5,0x40df085761181d25bcdd5715a743ab1b06323b0f68683d3bd2fe7d5fa11b1960|0xa3a8bbabfa3069a5301ecbdcf5defcdff10b6c2dc7ad2a58b2805cc90f02770f|0x4e8bd7c295b79258d3581e8fef733cf7990883127d10e5a41805b4a136574312|0x2fbd2dd1e58234aaa3d9ad3ad8637fdbdcdca5cef384e7dba27f652afd23bc0b|0xcb0820efdbc7813d883c71a348ca8109cc6d5b74feb928ba3992bf41ba45d663|0x88cf368125d325223b6f21c2b004448d9f9c22d101cd9aaadaa131647798b609|0x2a48c165b2f8792429afe26c4ef2ec2af68889c77c4c9e2627ffac7ef41e589b,"This market will resolve according to the seasonally adjusted and annualized GDP ""Advance Estimate"" release for Q2 of 2026, scheduled for July 30, 2026. If the reported value falls exactly between two brackets, then this market will resolve to the higher range bracket. The GDP release will be made a",https://polymarket.com/event/us-gdp-growth-in-q2-2026
bank-of-england-decision-in-july,Bank of England decision in July?,economy,economy|global-rates|uk|england,2026-07-30T00:00:00Z,70,2026-04-30T18:36:50.787698Z,5,5,0.00,373.22,4363.43,318.96,0.958,0,bank-of-england-decreases-interest-rates-by-50-bps-after-july-2026-meeting|no-change-in-bank-of-englands-interest-rates-after-july-2026-meeting|bank-of-england-increases-interest-rates-by-50-bps-after-july-2026-meeting|bank-of-england-decreases-interest-rates-by-25-bps-after-july-2026-meeting|bank-of-england-increases-interest-rates-by-25-bps-after-july-2026-meeting,0x4b2959a705b9cc69c3ac277e2da189ae9d3543f5c68f3b5f066169083c2be611|0x7edc5c0a5071c1428da9fec9aa6f522595e8911c2d3743b7aa73b8ec2f499d4f|0xf8de11ab73be73bae46af65c9713e120c476f603bcc56977dd638bacd77c879d|0x374574bd20d2f6d5cc930496732c44960e5587da91b182f932d71431f16f2b03|0x6d7cf7d069fc722cae0e7653dd98ba9d31670ce174f04652b6a7988eee89c14c,"This market will resolve according to the change in basis points in the Bank Rate resulting from the July 2026 meeting of the Bank of England’s Monetary Policy Committee, relative to the level it was prior to this meeting. The resolution source will be official information from the Bank of England, ",https://polymarket.com/event/bank-of-england-decision-in-july
mexico-gdp-growth-in-q2-2026,Mexico GDP growth in Q2 2026?,economy,macro-indicators|mexico|gdp|macro|economy,2026-07-30T06:00:00Z,71,2026-05-04T15:46:14.658646Z,8,8,0.00,46.66,2583.08,44.58,0.868,0,will-mexico-gdp-growth-in-q2-2026-be-between-0pt0-and-0pt5-473|will-mexico-gdp-growth-in-q2-2026-be-between-1pt0-and-1pt5-999|will-mexico-gdp-growth-in-q2-2026-be-between-2pt0-and-2pt5-687|will-mexico-gdp-growth-in-q2-2026-be-less-than-0pt0|will-mexico-gdp-growth-in-q2-2026-be-between-0pt5-and-1pt0-614|will-mexico-gdp-growth-in-q2-2026-be-between-1pt5-and-2pt0-453|will-mexico-gdp-growth-in-q2-2026-be-at-least-2pt5-151|will-mexico-gdp-growth-in-q2-2026-be-between-0pt5-and-0pt0,0x2bc6ae80f1e357942bd8f6e96b239dde44a5cd6e9f3c3a5eca5b9ff1729f849f|0xd73bff3092e0c4bf0a35da772b59cba3c069c980b4a1656eda2c886031587e17|0x99285cb79c85086cff29e78f5fca5b48c27a0311b826ec85ca460cf11654e6ad|0xf2c6911c8dd33d38eba6f65719f58c61b6954c6b2021d202f384c3e94ff2925d|0x53cc7f3da61ae2a3fea6ffe0d6a9e5e5839dd3e9466ebdb3b9e597ce175c9fce|0xd0b445937bf46f3173fa2956931e21fbeae2a3ecae60609a3dd28e41368b368b|0xf57d1b36540028b10c42ba351ab57a7a9592e6cf86fd63ad1a692226128ed629|0xb5e81ed4505222492089b249b90ae7cc57b8232bb8b627902496bddc8679c94a,"This market will resolve according to Mexico's Y/Y Growth Rate of Gross Domestic Product (GDP) in the ""Timely Estimate of Quarterly GDP"" release for Q2 of 2026, scheduled for release on July 30, 2026. If the reported value falls exactly between two brackets, then this market will resolve to the high",https://polymarket.com/event/mexico-gdp-growth-in-q2-2026
eurozone-gdp-growth-in-q2-2026,Eurozone GDP growth in Q2 2026,economy,macro-indicators|economic-policy|gdp|economy,2026-07-30T06:00:00Z,71,2026-05-04T15:48:44.512684Z,7,7,0.00,90.00,2262.17,70.00,0.997,0,will-eurozone-gdp-growth-in-q2-2026-be-less-than-0pt0|will-eurozone-gdp-growth-in-q2-2026-be-between-0pt4-and-0pt7|will-eurozone-gdp-growth-in-q2-2026-be-between-1pt2-and-1pt5|will-eurozone-gdp-growth-in-q2-2026-be-at-least-2pt0|will-eurozone-gdp-growth-in-q2-2026-be-between-0pt0-and-0pt3|will-eurozone-gdp-growth-in-q2-2026-be-between-0pt8-and-1pt1|will-eurozone-gdp-growth-in-q2-2026-be-between-1pt6-and-1pt9,0x332795e682556e4efec2cfa897e6be12f7793d79af3baa1e5ff303497e0ba8f8|0xc7278221c82a892056250c1962fe445b6c1ec79c4bd956bd4b9f9a30c05e3127|0x87a5c99bd094a04016cdb92924a8da7f448d7f015e4ca22060b6bf8533a6da97|0x0e7854c0cd56963325cf92d3703fdebd58a41c41a3a9b1efc497d0bc3643b259|0xed252bf95df9e888ec5b4b5136afb3ab0845c82fe17bc08d0329eb22f835d53c|0x4d6bde89ed147bbcd0ebf677a87bbce6061da030f500998b32b0aa44f50523e7|0x005609b51e824a123f6a3589a43adfbdb72ddfe89f4748e25b7242ccfe2246b1,"This market will resolve according to the Eurozone (Euro Area 21) Q2 2026 GDP growth rate over the same quarter of the previous year (% change), based on seasonally adjusted data, in the Eurostat Preliminary Flash Estimate of GDP release for Q2 of 2026, scheduled for July 30, 2026. If the reported v",https://polymarket.com/event/eurozone-gdp-growth-in-q2-2026
germany-gdp-growth-in-q2-2026,Germany GDP growth in Q2 2026?,economy,gdp|economy|macro-indicators|germany|economic-policy,2026-07-30T06:00:00Z,71,2026-05-04T15:52:14.373112Z,6,6,0.00,16.74,2544.31,16.74,0.847,0,will-germany-gdp-growth-in-q2-2026-be-less-than-or-equal-to-0pt0|will-germany-gdp-growth-in-q2-2026-be-between-0pt4-and-0pt6|will-germany-gdp-growth-in-q2-2026-be-between-1pt0-and-1pt2|will-germany-gdp-growth-in-q2-2026-be-between-0pt1-and-0pt3|will-germany-gdp-growth-in-q2-2026-be-between-0pt7-and-0pt9|will-germany-gdp-growth-in-q2-2026-be-at-least-1pt3,0xb895a712418096470dd93b6a400958ad8dc8f6a918fea84ed5406d573c6f71ca|0xb3db298098bcb999dc9c91a4515f55ef191b1a9810488e68273d0ffed5faa56e|0x0df2be93c060d50d769dcceed5af845bf73c16ea1c3bbfe1d08374767f1a2668|0x00139748aa8dfe595589a72f959b9522235939d0e8b5e488372438a45da2e681|0x5cfd72a3e92385652cf8ec8802a66bfd73164175cf7f0c3d5ffc2a911fff8cf1|0x644762669ddcefc9a59866175ce7f9d59cd07ea715bdcb4e3654772131de351c,"This market will resolve according to the German GDP growth rate (% change) on the same quarter a year earlier, price adjusted, as reported in the first release of the Destatis Gross Domestic Product press release for Q2 of 2026, expected to be released on July 30, 2026. The GDP release will be made",https://polymarket.com/event/germany-gdp-growth-in-q2-2026
bank-of-japan-decision-in-july-659,Bank of Japan Decision in July?,economy,japan|global-rates|world|boj|economy|economic-policy,2026-07-31T00:00:00Z,71,2026-04-28T23:12:47.901873Z,5,5,0.00,921.18,6857.56,680.24,0.981,0,bank-of-japan-decreases-interest-rates-by-50-bps-after-the-july-2026-meeting|no-change-in-bank-of-japans-interest-rates-after-the-july-2026-meeting|bank-of-japan-increases-interest-rates-by-50-bps-after-the-july-2026-meeting|bank-of-japan-decreases-interest-rates-by-25-bps-after-the-july-2026-meeting|bank-of-japan-increases-interest-rates-by-25-bps-after-the-july-2026-meeting,0xc1d195585e88b912e243224a0e04829bb1c47e9f18073a3dcafc1dacd42a8346|0x2716a89ac0adb404b1651b2f8c153261ea28fddcc2523f6664638a5aeb0a77cb|0x32f42493c8f05f46da6d8c6b6f7b75bab035e279c91ca19464053d84bc1f5a1f|0xc5ac0de9a3525da35980ff23dbee8e866e4ca78a1b3fc48a64a3b1444b3ef1d7|0x86d6d59585490e727fe4669279391c9a09f4c3588b5652e913fea4383855aa63,"The Statement on Monetary Policy for the Bank of Japan's Monetary Policy meeting for July is scheduled to be released on July 31, 2026 (https://www.boj.or.jp/en/mopo/mpmsche_minu/index.htm). This market will resolve to the amount of basis points the upper bound of the short-term policy interest rate",https://polymarket.com/event/bank-of-japan-decision-in-july-659
central-bank-of-colombia-decision-in-july,Central Bank of Colombia decision in July?,economy,economy|global-rates|colombia,2026-07-31T00:00:00Z,71,2026-04-30T18:36:51.36893Z,5,5,0.00,48.68,1519.28,35.34,0.525,0,will-the-central-bank-of-colombia-decrease-the-monetary-policy-interest-rate-by-25-bps-at-the-july-meeting|will-the-central-bank-of-colombia-increase-the-monetary-policy-interest-rate-by-25-bps-at-the-july-meeting|will-the-central-bank-of-colombia-decrease-the-monetary-policy-interest-rate-by-50-bps-at-the-july-meeting|will-the-central-bank-of-colombia-make-no-change-to-the-monetary-policy-interest-rate-at-the-july-meeting|will-the-central-bank-of-colombia-increase-the-monetary-policy-interest-rate-by-50-bps-at-the-july-meeting,0xf59c7a8bb078489dc39d4b9d2f63800b0c0429098eb0ac2fdd210e40274dd888|0xc2e7e68b3c971a7bf9a1235282838c98e9ecf2f9578be473ae594da802db03a7|0x0cf0a02d42bd4e67f4cb14b561589e51b4e17883358c4d394000873c7304ff0e|0x73cf51a15aa6c5bf4fc748ea68508c827e972c651365356dc363daa13b4044f1|0x747f998499960ba4e1fb9af126a2d266d69c490f4a991a8568c9836088a88374,"This market will resolve according to the change in basis points in the monetary policy interest rate resulting from the July 2026 meeting of the Central Bank of Colombia (Banco de la Republica), relative to the level it was prior to this meeting. The resolution source will be official information f",https://polymarket.com/event/central-bank-of-colombia-decision-in-july
bank-of-brazil-decision-in-august,Bank of Brazil decision in August?,economy,economy|global-rates|brazil,2026-08-04T00:00:00Z,75,2026-04-30T00:01:47.004979Z,5,5,10.76,2164.43,20778.05,1039.83,0.999,0,will-the-bank-of-brazil-increase-the-target-for-the-selic-rate-by-50-bps-at-the-august-meeting|will-the-bank-of-brazil-make-no-change-to-the-target-for-the-selic-rate-at-the-august-meeting|will-the-bank-of-brazil-decrease-the-target-for-the-selic-rate-by-50-bps-at-the-august-meeting|will-the-bank-of-brazil-increase-the-target-for-the-selic-rate-by-25-bps-at-the-august-meeting|will-the-bank-of-brazil-decrease-the-target-for-the-selic-rate-by-25-bps-at-the-august-meeting,0x7b45e6eead7cbcb63e242ba0a771ed324c22cf36b96df0c1562be42bd1f6e777|0xa58e20682b23995b0fd20964962e6388727bf15fb004206cae740462f7d181cf|0xbbf51c04cf05c3a99e590db75b95fc651e788870d26f983cfd2c42e9b4c9e0b5|0x3fafa3875ae13cd82752078cfecb760cca897a352c045d2fdc42784024d2718d|0x72c0a78cc4255678e80c3b13117a3d6c4134151963cb2e8bfb62478a71e5385e,"This market will resolve according to the change in basis points in the target for the Selic rate resulting from the August 2026 meeting of the Bank of Brazil’s Monetary Policy Committee (COPOM), relative to the level it was prior to this meeting. The resolution source will be official information f",https://polymarket.com/event/bank-of-brazil-decision-in-august
bank-of-mexico-decision-in-august,Bank of Mexico Decision in August?,economy,banxico|economy|mexico|global-rates,2026-08-06T00:00:00Z,77,2026-05-12T14:50:27.442979Z,5,5,448.84,2903.77,2350.80,2408.60,0.972,0,bank-of-mexico-decreases-interest-rates-by-50-bps-after-august-2026-meeting|bank-of-mexico-decreases-interest-rates-by-25-bps-after-august-2026-meeting|no-change-in-bank-of-mexicos-interest-rates-after-august-2026-meeting|bank-of-mexico-increases-interest-rates-by-25-bps-after-august-2026-meeting|bank-of-mexico-increases-interest-rates-by-50-bps-after-august-2026-meeting,0x8b2b748bbfd47a68a16f9c65984ffed1daad042f94c1f505a02a9876cc65b9f2|0xbae7256639952b3901769ec1a142d80d2ca3d243a28d8fee733f7ac6e07ef5a7|0xf4a41125f734865ded42916a9b6816a0f10eb62465905ee814363a3086e651e0|0xffe2b9aff6591c0dd87a3189f48093f482a69b7494df4856d235152a5d189c50|0xbd46a9e7533c37158f4b514673ee97d4b25df10b85196fa0a7518b9550463aa4,"This market will resolve according to the change in basis points in the target for the overnight interbank interest rate resulting from the August 2026 meeting of the Bank of Mexico, relative to the level it was prior to this meeting. The resolution source will be official information from the Bank ",https://polymarket.com/event/bank-of-mexico-decision-in-august
reserve-bank-of-australia-decision-in-august,Reserve Bank of Australia Decision in August,economy,aus|economy|world|rba|global-rates,2026-08-11T00:00:00Z,82,2026-05-12T01:16:32.503494Z,5,5,0.00,225.12,15661.44,111.79,0.862,0,reserve-bank-of-australia-decreases-interest-rates-by-50-bps-at-the-august-2026-meeting|reserve-bank-of-australia-decreases-interest-rates-by-25-bps-at-the-august-2026-meeting|no-change-in-reserve-bank-of-australias-interest-rates-at-the-august-2026-meeting|reserve-bank-of-australia-increases-interest-rates-by-25-bps-at-the-august-2026-meeting|reserve-bank-of-australia-increases-interest-rates-by-50-bps-at-the-august-2026-meeting,0x1cf3622a379181e9776801cfd93fabd909b3871d82de486e039d5b778042d685|0x6fccf1dc1483aa8ccd8a230549bc3eccd63de5e7b7e1449f15e4805994e8191a|0x8c39e2ee7d85026ab1e23dd0ad927676f4c5b122051effafbe7764f817dbdc37|0x1522ada3f83e1a97a6ec5d83e8df4e7bffda7e3d83793931e70634a3e3dfa0cb|0xb3a257ccb05531f71ff7a1bc926cbac4668b0168a5643c8f5f52b38a0610b5be,"This market will resolve according to the change in basis points in the cash rate target resulting from the August 2026 meeting of the Reserve Bank of Australia (RBA) Monetary Policy Board, relative to the level it was prior to this meeting. The resolution source will be official information from th",https://polymarket.com/event/reserve-bank-of-australia-decision-in-august
fed-decisions-jun-sep,Fed decisions (Jun-Sep),economy,fed-rates|fed|fomc|parlays|economy|jerome-powell,2026-09-16T00:00:00Z,118,2026-04-30T00:01:47.191445Z,9,9,22.77,1450.27,75848.28,408.82,0.948,0,will-the-fed-cutpausepause-in-the-next-three-decisions-junjulsep|will-the-fed-cutcutpause-in-the-next-three-decisions-junjulsep|will-the-fed-pausepausepause-in-the-next-three-decisions-junjulsep|will-the-fed-pausecutpause-in-the-next-three-decisions-junjulsep|will-the-fed-decide-differently-in-the-next-three-decisions-junjulsep|will-the-fed-cutpausecut-in-the-next-three-decisions-junjulsep|will-the-fed-cutcutcut-in-the-next-three-decisions-junjulsep|will-the-fed-pausepausecut-in-the-next-three-decisions-junjulsep|will-the-fed-pausecutcut-in-the-next-three-decisions-junjulsep,0x939991996943dc503bf17a76ec71cd68c6eccc8a67f0bc56389259722dffd8fd|0x0db535388174e80feca135f1f09120239ea3b82a21f4c25ab8c2f9d3e402f08d|0xd17e44ec063959238b3e4587475977a584618f7e18892d7b13b47051dbaa9a35|0x2c027dcabf04d8aafebe86337180f6959f6341adeb2dcc22f590992dd0d9978e|0x1b56e46dba9e7b2bf93db18e7a79de3f97037314a46f8ebc93b541ae5f396200|0xe96aaa3201601142ed4ae92f086b42ad717c822bc84f59ffc2c98077c2b7a1b4|0x8ce59af7975a10eaf038ea88181f20cdf50e9b08f58bb7705a765c6e1338894f|0x3d58efa61842054779ee3541eb4394024172a4a111ee0606e6ec535f27bb7082|0x9288e07cc3a716cad898081de864f2fffad42e5f48bf923aad42a36403d2ae9a,The FED interest rates are defined in this market by the upper bound of the target federal funds rate. The decisions on the target federal funds rate are made by the Federal Open Market Committee (FOMC) meetings. This market will resolve according to the decisions made by the next three Federal Open,https://polymarket.com/event/fed-decisions-jun-sep
